"Name","API Name","Instance Memory","vCPUs","Physical Processor","Clock Speed(GHz)","Instance Storage","Arch","Network Performance","On Demand","Linux Reserved cost","Linux Spot Minimum cost"
"R6G Metal","r6g.metal","512.0 GiB","64 vCPUs","AWS Graviton2 Processor","2.5 GHz","EBS only","64-bit","25 Gigabit","$3.2256 hourly","$2.0321 hourly","$0.6670 hourly"
"M5DN 12xlarge","m5dn.12xlarge","192.0 GiB","48 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","1800 GB                 (2 * 900 GB NVMe SSD)","64-bit","50 Gigabit","$3.2640 hourly","$2.0560 hourly","$0.9205 hourly"
"R7GD 12xlarge","r7gd.12xlarge","384.0 GiB","48 vCPUs","AWS Graviton3 Processor","2.5 GHz","2850 GB                 (2 * 1425 GB NVMe SSD)","64-bit","22.5 Gigabit","$3.2659 hourly","$2.0525 hourly","$1.0175 hourly"
"C7A 16xlarge","c7a.16xlarge","128.0 GiB","64 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","64-bit","25 Gigabit","$3.2845 hourly","$2.1727 hourly","$0.8478 hourly"
"M5AD 16xlarge","m5ad.16xlarge","256.0 GiB","64 vCPUs","AMD EPYC 7571","2.5 GHz","2400 GB                 (4 * 600 GB NVMe SSD)","64-bit","12 Gigabit","$3.2960 hourly","$2.0760 hourly","$0.9978 hourly"
"F1 Quadruple Extra Large","f1.4xlarge","244.0 GiB","16 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","940 GB                 NVMe SSD","64-bit","Up to 10 Gigabit","$3.3000 hourly","$2.2310 hourly","$0.6884 hourly"
"X2IEDN Quadruple Extra Large","x2iedn.4xlarge","512.0 GiB","16 vCPUs","Intel Xeon Scalable (Icelake)","3.5 GHz","475 GB                 NVMe SSD","64-bit","Up to 25 Gigabit","$3.3345 hourly","$2.0517 hourly","$0.8853 hourly"
"X1E Quadruple Extra Large","x1e.4xlarge","488.0 GiB","16 vCPUs","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","480 GB                 SSD","64-bit","Up to 10 Gigabit","$3.3360 hourly","$2.0560 hourly","$0.7227 hourly"
"X2IEZN Quadruple Extra Large","x2iezn.4xlarge","512.0 GiB","16 vCPUs","Intel Xeon Platinum 8252","4.5 GHz","EBS only","64-bit","Up to 25 Gigabit","$3.3360 hourly","$2.0538 hourly","$1.0301 hourly"
"M6IN 12xlarge","m6in.12xlarge","192.0 GiB","48 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","64-bit","75 Gigabit","$3.3415 hourly","$2.1052 hourly","$1.5469 hourly"
"G6 Graphics and Machine Learning GPU 16xlarge","g6.16xlarge","256.0 GiB","64 vCPUs","AMD EPYC 7R13 Processor","2.6 GHz","1880 GB                 (2 * 940 GB NVMe SSD)","64-bit","25 Gigabit","$3.3968 hourly","$2.2113 hourly","$1.0336 hourly"
"I2 Quadruple Extra Large","i2.4xlarge","122.0 GiB","16 vCPUs","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","3200 GB                 (4 * 800 GB SSD)","64-bit","High","$3.4100 hourly","$1.6960 hourly","$0.7781 hourly"
"M7GD 16xlarge","m7gd.16xlarge","256.0 GiB","64 vCPUs","AWS Graviton3 Processor","2.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","64-bit","30 Gigabit","$3.4171 hourly","$2.1528 hourly","$0.8342 hourly"
"M7GD Metal","m7gd.metal","256.0 GiB","64 vCPUs","AWS Graviton3 Processor","2.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","64-bit","30 Gigabit","$3.4171 hourly","$2.1528 hourly","$0.6132 hourly"
"R7G Metal","r7g.metal","512.0 GiB","64 vCPUs","AWS Graviton3 Processor","2.5 GHz","EBS only","64-bit","30 Gigabit","$3.4272 hourly","$2.2671 hourly","$0.6887 hourly"
"R7G 16xlarge","r7g.16xlarge","512.0 GiB","64 vCPUs","AWS Graviton3 Processor","2.5 GHz","EBS only","64-bit","30 Gigabit","$3.4272 hourly","$2.2671 hourly","$0.8464 hourly"
"R5D 12xlarge","r5d.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","1800 GB                 (2 * 900 GB NVMe SSD)","64-bit","12 Gigabit","$3.4560 hourly","$2.1770 hourly","$1.0569 hourly"
"C5 High-CPU 18xlarge","c5d.18xlarge","144.0 GiB","72 vCPUs","Intel Xeon Platinum 8124M","3.4 GHz","1800 GB                 (2 * 900 GB NVMe SSD)","64-bit","25 Gigabit","$3.4560 hourly","$2.1770 hourly","$0.9968 hourly"
"G4AD 16xlarge","g4ad.16xlarge","256.0 GiB","64 vCPUs","AMD EPYC 7R32","2.8 GHz","2400 GB                 (2 * 1200 GB NVMe SSD)","64-bit","25 Gigabit","$3.4680 hourly","$2.1848 hourly","$1.2875 hourly"
"High Memory Cluster Eight Extra Large","cr1.8xlarge","244.0 GiB","32 vCPUs","Intel Xeon E5-2670","unknown","EBS only","64-bit","10 Gigabit","$3.5000 hourly","unavailable","unavailable"
"R5B 12xlarge","r5b.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","EBS only","64-bit","12 Gigabit","$3.5760 hourly","$2.2529 hourly","$1.8310 hourly"
"R5N 12xlarge","r5n.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","2.5 GHz","EBS only","64-bit","50 Gigabit","$3.5760 hourly","$2.2530 hourly","$1.3591 hourly"
"M5 General Purpose 16xlarge","m5d.16xlarge","256.0 GiB","64 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","2400 GB                 (4 * 600 GB NVMe SSD)","64-bit","20 Gigabit","$3.6160 hourly","$2.2780 hourly","$1.2243 hourly"
"R5A 16xlarge","r5a.16xlarge","512.0 GiB","64 vCPUs","AMD EPYC 7571","2.5 GHz","EBS only","64-bit","12 Gigabit","$3.6160 hourly","$2.2780 hourly","$0.9351 hourly"
"R6A 16xlarge","r6a.16xlarge","512.0 GiB","64 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","64-bit","25 Gigabit","$3.6288 hourly","$2.4005 hourly","$0.8776 hourly"
"C6IN 16xlarge","c6in.16xlarge","128.0 GiB","64 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","64-bit","100 Gigabit","$3.6288 hourly","$2.2861 hourly","$1.2599 hourly"
"R6ID 12xlarge","r6id.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","2850 GB                 (2 * 1425 GB NVMe SSD)","64-bit","18.75 Gigabit","$3.6288 hourly","$2.2806 hourly","$1.1405 hourly"
"R7A 12xlarge","r7a.12xlarge","384.0 GiB","48 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","64-bit","18.75 Gigabit","$3.6516 hourly","$2.4155 hourly","$0.9809 hourly"
"C6A 24xlarge","c6a.24xlarge","192.0 GiB","96 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","64-bit","37.5 Gigabit","$3.6720 hourly","$2.4290 hourly","$1.1252 hourly"
"R6GD 16xlarge","r6gd.16xlarge","512.0 GiB","64 vCPUs","AWS Graviton2 Processor","2.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","64-bit","25 Gigabit","$3.6864 hourly","$2.3224 hourly","$0.8132 hourly"
"R6GD Metal","r6gd.metal","512.0 GiB","64 vCPUs","AWS Graviton2 Processor","2.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","64-bit","25 Gigabit","$3.6864 hourly","$2.3224 hourly","$0.9162 hourly"
"C5A 24xlarge","c5a.24xlarge","192.0 GiB","96 vCPUs","AMD EPYC 7R32","3.3 GHz","EBS only","64-bit","20 Gigabit","$3.6960 hourly","$2.3280 hourly","$1.3059 hourly"
"M7A 16xlarge","m7a.16xlarge","256.0 GiB","64 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","64-bit","25 Gigabit","$3.7094 hourly","$2.4538 hourly","$1.1167 hourly"
"H1 16xlarge","h1.16xlarge","256.0 GiB","64 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","16000 GB                 (8 * 2000 GB HDD)","64-bit","25 Gigabit","$3.7440 hourly","$2.5450 hourly","$1.7611 hourly"
"R8G 16xlarge","r8g.16xlarge","512.0 GiB","64 vCPUs","AWS Graviton4 Processor","2.7 GHz","EBS only","64-bit","30 Gigabit","$3.7702 hourly","$2.4940 hourly","$0.8612 hourly"
"M6ID 16xlarge","m6id.16xlarge","256.0 GiB","64 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","64-bit","25 Gigabit","$3.7968 hourly","$2.3920 hourly","$0.8462 hourly"
"M5N 16xlarge","m5n.16xlarge","256.0 GiB","64 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","EBS only","64-bit","75 Gigabit","$3.8080 hourly","$2.3990 hourly","$1.4482 hourly"
"M6IDN 12xlarge","m6idn.12xlarge","192.0 GiB","48 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","2850 GB                 (2 * 1425 GB NVMe SSD)","64-bit","75 Gigabit","$3.8189 hourly","$2.4059 hourly","$1.1439 hourly"
"C5N 18xlarge","c5n.18xlarge","192.0 GiB","72 vCPUs","Intel Xeon Platinum 8124M","3 GHz","EBS only","64-bit","100 Gigabit","$3.8880 hourly","$2.4490 hourly","$1.1028 hourly"
"C5N Metal","c5n.metal","192.0 GiB","72 vCPUs","Intel Xeon Platinum 8124M","3 GHz","EBS only","64-bit","100 Gigabit","$3.8880 hourly","$2.4490 hourly","$1.0818 hourly"
"G4DN 12xlarge","g4dn.12xlarge","192.0 GiB","48 vCPUs","Intel Xeon Family","2.5 GHz","900 GB                 NVMe SSD","64-bit","50 Gigabit","$3.9120 hourly","$2.4650 hourly","$1.7206 hourly"
"M5ZN Metal","m5zn.metal","192.0 GiB","48 vCPUs","Intel Xeon Platinum 8252","4.5 GHz","EBS only","64-bit","100 Gigabit","$3.9641 hourly","$2.4974 hourly","$1.3479 hourly"
"M5ZN 12xlarge","m5zn.12xlarge","192.0 GiB","48 vCPUs","Intel Xeon Platinum 8252","4.5 GHz","EBS only","64-bit","100 Gigabit","$3.9641 hourly","$2.4974 hourly","$1.6194 hourly"
"C7GN Metal","c7gn.metal","128.0 GiB","64 vCPUs","AWS Graviton3 Processor","2.6 GHz","EBS only","64-bit","200 Gigabit","$3.9936 hourly","$2.5160 hourly","$0.3994 hourly"
"C7GN 16xlarge","c7gn.16xlarge","128.0 GiB","64 vCPUs","AWS Graviton3 Processor","2.6 GHz","EBS only","64-bit","200 Gigabit","$3.9936 hourly","$2.5160 hourly","$0.7885 hourly"
"D3 Eight Extra Large","d3.8xlarge","256.0 GiB","32 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","47520 GB                 (24 * 1980 GB NVMe HDD)","64-bit","25 Gigabit","$3.9955 hourly","$2.5172 hourly","$1.2860 hourly"
"R5DN 12xlarge","r5dn.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","1800 GB                 (2 * 900 GB NVMe SSD)","64-bit","50 Gigabit","$4.0080 hourly","$2.5250 hourly","$1.1056 hourly"
"X2GD 12xlarge","x2gd.12xlarge","768.0 GiB","48 vCPUs","AWS Graviton2 Processor","2.5 GHz","2850 GB                 (2 * 1425 GB NVMe SSD)","64-bit","20 Gigabit","$4.0080 hourly","$2.4699 hourly","$0.8487 hourly"
"R5 16xlarge","r5.16xlarge","512.0 GiB","64 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","EBS only","64-bit","20 Gigabit","$4.0320 hourly","$2.5400 hourly","$1.1592 hourly"
"R6I 16xlarge","r6i.16xlarge","512.0 GiB","64 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","64-bit","25 Gigabit","$4.0320 hourly","$2.6672 hourly","$1.1111 hourly"
"C5 High-CPU Metal","c5.metal","192.0 GiB","96 vCPUs","Intel Xeon Platinum 8275L","3.4 GHz","EBS only","64-bit","25 Gigabit","$4.0800 hourly","$2.5700 hourly","$0.9504 hourly"
"C6I 24xlarge","c6i.24xlarge","192.0 GiB","96 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","64-bit","37.5 Gigabit","$4.0800 hourly","$2.6989 hourly","$1.1182 hourly"
"C5 High-CPU 24xlarge","c5.24xlarge","192.0 GiB","96 vCPUs","Intel Xeon Platinum 8275L","3.4 GHz","EBS only","64-bit","25 Gigabit","$4.0800 hourly","$2.5700 hourly","$1.0382 hourly"
"G5 Graphics and Machine Learning GPU 16xlarge","g5.16xlarge","256.0 GiB","64 vCPUs","AMD EPYC 7R32","2.8 GHz","1900 GB                 NVMe SSD","64-bit","25 Gigabit","$4.0960 hourly","$2.5805 hourly","$1.9365 hourly"
"I4I 12xlarge","i4i.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","11250 GB                 (3 * 3750 GB NVMe SSD)","64-bit","28.12 Gigabit","$4.1180 hourly","$2.6720 hourly","$1.1385 hourly"
"M5A 24xlarge","m5a.24xlarge","384.0 GiB","96 vCPUs","AMD EPYC 7571","2.5 GHz","EBS only","64-bit","20 Gigabit","$4.1280 hourly","$2.6010 hourly","$1.1186 hourly"
"C5AD 24xlarge","c5ad.24xlarge","192.0 GiB","96 vCPUs","AMD EPYC 7R32","3.3 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","64-bit","20 Gigabit","$4.1280 hourly","$2.6010 hourly","$1.3552 hourly"
"M6A 24xlarge","m6a.24xlarge","384.0 GiB","96 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","64-bit","37.5 Gigabit","$4.1472 hourly","$2.7434 hourly","$1.2545 hourly"
"R6IN 12xlarge","r6in.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","64-bit","75 Gigabit","$4.1839 hourly","$2.6359 hourly","$1.8528 hourly"
"R5AD 16xlarge","r5ad.16xlarge","512.0 GiB","64 vCPUs","AMD EPYC 7571","2.5 GHz","2400 GB                 (4 * 600 GB NVMe SSD)","64-bit","12 Gigabit","$4.1920 hourly","$2.6410 hourly","$1.3916 hourly"
"D3EN Eight Extra Large","d3en.8xlarge","128.0 GiB","32 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","223680 GB                 (16 * 13980 GB NVMe HDD)","64-bit","50 Gigabit","$4.2058 hourly","$2.6496 hourly","$0.9980 hourly"
"R7I 16xlarge","r7i.16xlarge","512.0 GiB","64 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","64-bit","25 Gigabit","$4.2336 hourly","$2.8005 hourly","$1.1212 hourly"
"R4 High-Memory 16xlarge","r4.16xlarge","488.0 GiB","64 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","EBS only","64-bit","25 Gigabit","$4.2560 hourly","$2.6880 hourly","$1.2480 hourly"
"C7I Metal-24xl","c7i.metal-24xl","192.0 GiB","96 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","64-bit","37.5 Gigabit","$4.2840 hourly","$2.8339 hourly","$1.0661 hourly"
"C7I 24xlarge","c7i.24xlarge","192.0 GiB","96 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","64-bit","37.5 Gigabit","$4.2840 hourly","$2.8339 hourly","$1.1781 hourly"
"M5DN 16xlarge","m5dn.16xlarge","256.0 GiB","64 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","2400 GB                 (4 * 600 GB NVMe SSD)","64-bit","75 Gigabit","$4.3520 hourly","$2.7420 hourly","$1.2242 hourly"
"G4DN 16xlarge","g4dn.16xlarge","256.0 GiB","64 vCPUs","Intel Xeon Family","2.5 GHz","900 GB                 NVMe SSD","64-bit","50 Gigabit","$4.3520 hourly","$2.7420 hourly","$1.1804 hourly"
"R7GD Metal","r7gd.metal","512.0 GiB","64 vCPUs","AWS Graviton3 Processor","2.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","64-bit","30 Gigabit","$4.3546 hourly","$2.7367 hourly","$1.2921 hourly"
"R7GD 16xlarge","r7gd.16xlarge","512.0 GiB","64 vCPUs","AWS Graviton3 Processor","2.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","64-bit","30 Gigabit","$4.3546 hourly","$2.7367 hourly","$1.1229 hourly"
"M6IN 16xlarge","m6in.16xlarge","256.0 GiB","64 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","64-bit","100 Gigabit","$4.4554 hourly","$2.8069 hourly","$1.8500 hourly"
"R7IZ 12xlarge","r7iz.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.9 GHz","EBS only","64-bit","25 Gigabit","$4.4640 hourly","$2.8123 hourly","$1.4220 hourly"
"Z1D 12xlarge","z1d.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon Platinum 8151","4 GHz","1800 GB                 (2 * 900 GB NVMe SSD)","64-bit","25 Gigabit","$4.4640 hourly","$2.8120 hourly","$0.9339 hourly"
"Z1D Metal","z1d.metal","384.0 GiB","48 vCPUs","Intel Xeon Platinum 8151","4 GHz","1800 GB                 (2 * 900 GB NVMe SSD)","64-bit","25 Gigabit","$4.4640 hourly","$2.8120 hourly","$0.9829 hourly"
"G3 Graphics GPU 16xlarge","g3.16xlarge","488.0 GiB","64 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","EBS only","64-bit","25 Gigabit","$4.5600 hourly","$3.1122 hourly","$1.2105 hourly"
"G6 Graphics and Machine Learning GPU 12xlarge","g6.12xlarge","192.0 GiB","48 vCPUs","AMD EPYC 7R13 Processor","2.6 GHz","3760 GB                 (4 * 940 GB NVMe SSD)","64-bit","40 Gigabit","$4.6016 hourly","$2.9956 hourly","$1.3213 hourly"
"C5 High-CPU 24xlarge","c5d.24xlarge","192.0 GiB","96 vCPUs","Intel Xeon Platinum 8275L","3.4 GHz","3600 GB                 (4 * 900 GB NVMe SSD)","64-bit","25 Gigabit","$4.6080 hourly","$2.9030 hourly","$1.4509 hourly"
"C5 High-CPU Metal","c5d.metal","192.0 GiB","96 vCPUs","Intel Xeon Platinum 8275L","3.4 GHz","3600 GB                 (4 * 900 GB NVMe SSD)","64-bit","25 Gigabit","$4.6080 hourly","$2.9030 hourly","$0.9383 hourly"
"R5D 16xlarge","r5d.16xlarge","512.0 GiB","64 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","2400 GB                 (4 * 600 GB NVMe SSD)","64-bit","20 Gigabit","$4.6080 hourly","$2.9030 hourly","$1.5093 hourly"
"M6I 24xlarge","m6i.24xlarge","384.0 GiB","96 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","64-bit","37.5 Gigabit","$4.6080 hourly","$3.0482 hourly","$1.3040 hourly"
"M5 General Purpose 24xlarge","m5.24xlarge","384.0 GiB","96 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","EBS only","64-bit","25 Gigabit","$4.6080 hourly","$2.9030 hourly","$1.2794 hourly"
"M5 General Purpose Metal","m5.metal","384.0 GiB","96 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","EBS only","64-bit","25 Gigabit","$4.6080 hourly","$2.9030 hourly","$1.2295 hourly"
"IS4GEN Eight Extra Large","is4gen.8xlarge","192.0 GiB","32 vCPUs","AWS Graviton2 Processor","2.5 GHz","30000 GB                 (4 * 7500 GB NVMe SSD)","64-bit","50 Gigabit","$4.6104 hourly","$3.1445 hourly","$0.9048 hourly"
"R6IDN 12xlarge","r6idn.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","2850 GB                 (2 * 1425 GB NVMe SSD)","64-bit","75 Gigabit","$4.6894 hourly","$2.9543 hourly","$2.3195 hourly"
"INF1 24xlarge","inf1.24xlarge","192.0 GiB","96 vCPUs","Intel Xeon Platinum 8275CL (Cascade Lake)","unknown","EBS only","64-bit","100 Gigabit","$4.7210 hourly","$2.9740 hourly","$0.9941 hourly"
"R5N 16xlarge","r5n.16xlarge","512.0 GiB","64 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","2.5 GHz","EBS only","64-bit","75 Gigabit","$4.7680 hourly","$3.0040 hourly","$1.4082 hourly"
"R5B 16xlarge","r5b.16xlarge","512.0 GiB","64 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","EBS only","64-bit","20 Gigabit","$4.7680 hourly","$3.0038 hourly","$2.4945 hourly"
"R6ID 16xlarge","r6id.16xlarge","512.0 GiB","64 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","64-bit","25 Gigabit","$4.8384 hourly","$3.0408 hourly","$1.0853 hourly"
"C6ID 24xlarge","c6id.24xlarge","192.0 GiB","96 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","5700 GB                 (4 * 1425 GB NVMe SSD)","64-bit","37.5 Gigabit","$4.8384 hourly","$3.0492 hourly","$1.1632 hourly"
"M7I Metal-24xl","m7i.metal-24xl","384.0 GiB","96 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","64-bit","37.5 Gigabit","$4.8384 hourly","$3.2006 hourly","$1.0775 hourly"
"M7I 24xlarge","m7i.24xlarge","384.0 GiB","96 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","64-bit","37.5 Gigabit","$4.8384 hourly","$3.2006 hourly","$1.2007 hourly"
"R7A 16xlarge","r7a.16xlarge","512.0 GiB","64 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","64-bit","25 Gigabit","$4.8688 hourly","$3.2207 hourly","$1.2708 hourly"
"C6A 32xlarge","c6a.32xlarge","256.0 GiB","128 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","64-bit","50 Gigabit","$4.8960 hourly","$3.2387 hourly","$1.4404 hourly"
"C7A 24xlarge","c7a.24xlarge","192.0 GiB","96 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","64-bit","37.5 Gigabit","$4.9267 hourly","$3.2590 hourly","$1.1298 hourly"
"I4G 16xlarge","i4g.16xlarge","512.0 GiB","64 vCPUs","AWS Graviton2 Processor","2.5 GHz","15000 GB                 (4 * 3750 GB NVMe SSD)","64-bit","37.5 Gigabit","$4.9421 hourly","$3.2071 hourly","$0.9523 hourly"
"M5AD 24xlarge","m5ad.24xlarge","384.0 GiB","96 vCPUs","AMD EPYC 7571","2.5 GHz","3600 GB                 (4 * 900 GB NVMe SSD)","64-bit","20 Gigabit","$4.9440 hourly","$3.1150 hourly","$1.4693 hourly"
"I3 High I/O 16xlarge","i3.16xlarge","488.0 GiB","64 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","15200 GB                 (8 * 1900 GB NVMe SSD)","64-bit","25 Gigabit","$4.9920 hourly","$3.4270 hourly","$1.6348 hourly"
"I3 High I/O Metal","i3.metal","512.0 GiB","72 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","15200 GB                 (8 * 1900 GB NVMe SSD)","64-bit","25 Gigabit","$4.9920 hourly","$3.4270 hourly","$1.0285 hourly"
"X2IEZN 6xlarge","x2iezn.6xlarge","768.0 GiB","24 vCPUs","Intel Xeon Platinum 8252","4.5 GHz","EBS only","64-bit","50 Gigabit","$5.0040 hourly","$3.0807 hourly","$1.3115 hourly"
"M6IDN 16xlarge","m6idn.16xlarge","256.0 GiB","64 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","64-bit","100 Gigabit","$5.0918 hourly","$3.2079 hourly","$1.8041 hourly"
"VT1 24xlarge","vt1.24xlarge","192.0 GiB","96 vCPUs","Intel Xeon Platinum 8259CL","2.5 GHz","EBS only","64-bit","25 Gigabit","$5.2000 hourly","$3.2760 hourly","$1.1957 hourly"
"R5DN 16xlarge","r5dn.16xlarge","512.0 GiB","64 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","2400 GB                 (4 * 600 GB NVMe SSD)","64-bit","75 Gigabit","$5.3440 hourly","$3.3670 hourly","$1.4601 hourly"
"X2GD Metal","x2gd.metal","1024.0 GiB","64 vCPUs","AWS Graviton2 Processor","2.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","64-bit","25 Gigabit","$5.3440 hourly","$3.2932 hourly","$1.1367 hourly"
"X2GD 16xlarge","x2gd.16xlarge","1024.0 GiB","64 vCPUs","AWS Graviton2 Processor","2.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","64-bit","25 Gigabit","$5.3440 hourly","$3.2932 hourly","$1.1424 hourly"
"I3EN 12xlarge","i3en.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","30000 GB                 (4 * 7500 GB NVMe SSD)","64-bit","50 Gigabit","$5.4240 hourly","$3.6940 hourly","$1.3957 hourly"
"M5 General Purpose 24xlarge","m5d.24xlarge","384.0 GiB","96 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","3600 GB                 (4 * 900 GB NVMe SSD)","64-bit","25 Gigabit","$5.4240 hourly","$3.4170 hourly","$1.9525 hourly"
"R5A 24xlarge","r5a.24xlarge","768.0 GiB","96 vCPUs","AMD EPYC 7571","2.5 GHz","EBS only","64-bit","20 Gigabit","$5.4240 hourly","$3.4170 hourly","$1.4903 hourly"
"M5 General Purpose Metal","m5d.metal","384.0 GiB","96 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","3600 GB                 (4 * 900 GB NVMe SSD)","64-bit","25 Gigabit","$5.4240 hourly","$3.4170 hourly","$1.2252 hourly"
"C6I Metal","c6i.metal","256.0 GiB","128 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","64-bit","50 Gigabit","$5.4400 hourly","$3.5986 hourly","$1.2185 hourly"
"C6I 32xlarge","c6i.32xlarge","256.0 GiB","128 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","64-bit","50 Gigabit","$5.4400 hourly","$3.5986 hourly","$1.4842 hourly"
"R6A 24xlarge","r6a.24xlarge","768.0 GiB","96 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","64-bit","37.5 Gigabit","$5.4432 hourly","$3.6007 hourly","$1.6723 hourly"
"C6IN 24xlarge","c6in.24xlarge","192.0 GiB","96 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","64-bit","150 Gigabit","$5.4432 hourly","$3.4292 hourly","$1.8244 hourly"
"I4I 16xlarge","i4i.16xlarge","512.0 GiB","64 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","15000 GB                 (4 * 3750 GB NVMe SSD)","64-bit","37.5 Gigabit","$5.4910 hourly","$3.5630 hourly","$1.5232 hourly"
"D2 Eight Extra Large","d2.8xlarge","244.0 GiB","36 vCPUs","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","49152 GB                 (24 * 2048 GB HDD)","64-bit","10 Gigabit","$5.5200 hourly","$3.2160 hourly","$1.4183 hourly"
